Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Updated Month,Updated Year
FAMILY,4.2,731,13.0,100000,Free,0.0,Everyone,7,2018
FAMILY,4.7,9856,55.0,100000,Free,0.0,Everyone,2,2016
FAMILY,3.9,10753,84.0,1000000,Free,0.0,Everyone,7,2018
FAMILY,4.1,154,16.0,10000,Free,0.0,Everyone,1,2017
FAMILY,4.1,288523,92.0,10000000,Free,0.0,Everyone,5,2018
FAMILY,4.1,4522,57.0,500000,Free,0.0,Everyone,6,2018
FAMILY,4.2,3328,13.0,100000,Paid,3.99,Everyone,7,2017
FAMILY,4.7,31100,24.0,500000,Paid,3.99,Everyone,7,2018
FAMILY,4.4,854,6.9,10000,Paid,4.99,Everyone,12,2015
FAMILY,4.3,560,44.0,10000,Paid,3.99,Everyone,6,2015
FAMILY,4.5,197,11.0,1000,Paid,2.99,Everyone,3,2017
FAMILY,4.3,63186,16.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,4.3,23772,17.0,5000000,Free,0.0,Everyone,8,2017
FAMILY,4.1,6007,18.0,1000000,Free,0.0,Everyone,7,2017
FAMILY,4.1,2903,16.0,1000000,Free,0.0,Everyone,7,2018
FAMILY,4.1,3617,19.0,1000000,Free,0.0,Everyone,7,2018
FAMILY,4.6,3063,1.6,100000,Free,0.0,Everyone,5,2018
FAMILY,4.1,3234,47.0,100000,Free,0.0,Everyone,5,2018
FAMILY,4.4,276,16.0,50000,Free,0.0,Everyone,9,2017
FAMILY,4.4,1595,14.0,500000,Free,0.0,Everyone,7,2018
FAMILY,4.3,879,13.0,100000,Free,0.0,Everyone,5,2018
FAMILY,4.0,68559,75.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,4.8,61,25.0,1000,Free,0.0,Everyone,1,2017
FAMILY,3.8,1123,5.7,100000,Free,0.0,Everyone,9,2016
FAMILY,4.7,30,13.0,1000,Paid,7.49,Everyone,5,2018
FAMILY,4.5,566,17.0,50000,Free,0.0,Everyone,6,2018
FAMILY,4.8,97,3.5,1000,Paid,2.99,Everyone,3,2018
FAMILY,4.4,38,16.0,100,Paid,0.99,Everyone,6,2018
FAMILY,4.8,4,42.0,100,Paid,0.99,Everyone,9,2015
FAMILY,4.2,38,47.0,1000,Paid,0.99,Everyone,11,2014
FAMILY,4.2,214,67.0,5000,Paid,4.99,Everyone,12,2017
FAMILY,4.0,248,26.0,5000,Paid,2.99,Everyone,7,2018
FAMILY,4.7,185,72.0,1000,Paid,4.99,Everyone,5,2018
FAMILY,4.7,2195,37.0,10000,Paid,2.99,Everyone,8,2016
FAMILY,3.9,1615,1.2,10000,Paid,4.99,Everyone,2,2016
FAMILY,4.5,359,17.0,5000,Paid,4.99,Everyone,8,2015
FAMILY,4.1,38021,19.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,4.4,6190,23.0,1000000,Free,0.0,Everyone,8,2015
FAMILY,3.9,6903,25.0,1000000,Free,0.0,Everyone,1,2018
FAMILY,4.4,13155,83.0,1000000,Free,0.0,Everyone,6,2016
FAMILY,3.6,418,97.0,100000,Free,0.0,Everyone,11,2016
FAMILY,4.4,1160,37.0,100000,Free,0.0,Everyone,5,2013
FAMILY,4.1,59917,92.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,3.6,1042,48.0,100000,Free,0.0,Everyone,8,2017
FAMILY,4.6,73,12.0,1000,Paid,2.99,Everyone,5,2018
FAMILY,4.3,382,15.0,10000,Paid,2.99,Everyone,3,2017
FAMILY,4.5,253,83.0,10000,Paid,3.99,Everyone,10,2016
FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,12,2014
FAMILY,4.5,4450890,67.0,100000000,Free,0.0,Everyone 10+,7,2018
FAMILY,4.1,182173,13.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,4.5,470713,13.0,50000000,Free,0.0,Everyone,8,2018
FAMILY,4.1,59729,13.0,10000000,Free,0.0,Everyone,6,2018
FAMILY,3.9,133117,63.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,4.1,47213,14.0,5000000,Free,0.0,Everyone,12,2017
FAMILY,3.9,95537,58.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,4.1,66660,22.0,5000000,Free,0.0,Everyone,2,2018
FAMILY,4.2,51838,15.0,5000000,Free,0.0,Everyone,11,2017
FAMILY,4.7,6294397,13.0,100000000,Free,0.0,Everyone,8,2018
FAMILY,3.8,36028,50.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,4.3,528745,59.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,3.9,44062,54.0,1000000,Free,0.0,Everyone,12,2016
FAMILY,4.0,79667,13.0,10000000,Free,0.0,Everyone,8,2018
FAMILY,4.0,20763,13.0,5000000,Free,0.0,Everyone,3,2018
FAMILY,4.3,1574204,37.0,50000000,Free,0.0,Everyone,7,2018
FAMILY,4.2,123322,25.0,10000000,Free,0.0,Everyone 10+,1,2018
FAMILY,4.0,8126,61.0,1000000,Free,0.0,Everyone,7,2018
FAMILY,4.3,50887,91.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,4.3,63160,17.0,1000000,Free,0.0,Everyone,7,2016
FAMILY,4.2,28737,17.0,1000000,Free,0.0,Everyone,2,2016
FAMILY,4.3,45579,64.0,1000000,Free,0.0,Everyone,4,2016
FAMILY,4.2,19720,41.0,1000000,Free,0.0,Everyone,11,2017
FAMILY,4.6,361970,58.0,5000000,Free,0.0,Everyone,8,2018
FAMILY,4.1,159619,23.0,5000000,Free,0.0,Everyone,7,2018
FAMILY,4.5,354384,71.0,10000000,Free,0.0,Everyone,7,2018
FAMILY,4.4,272321,13.0,10000000,Free,0.0,Everyone,8,2018
FAMILY,4.5,2376564,13.0,10000000,Paid,6.99,Everyone 10+,7,2018
FAMILY,4.3,129603,23.0,1000000,Paid,2.99,Everyone 10+,2,2016
MEDICAL,4.2,1135,12.0,100000,Paid,9.0,Everyone,7,2018
MEDICAL,4.4,578,0.704,10000,Paid,0.99,Everyone,11,2014
MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,4,2018
MEDICAL,4.5,63,25.0,10000,Paid,9.99,Everyone,10,2016
MEDICAL,4.8,216,13.0,10000,Paid,6.99,Everyone,6,2017
MEDICAL,4.5,171,20.0,10000,Paid,10.0,Everyone 10+,9,2017
MEDICAL,3.2,45,21.0,5000,Paid,3.99,Everyone,11,2017
MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,5,2018
MEDICAL,4.5,2921,25.0,100000,Paid,24.99,Everyone,5,2018
MEDICAL,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,8,2014
MEDICAL,4.6,92,32.0,1000,Paid,79.99,Everyone,6,2018
MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,6,2018
MEDICAL,4.4,1361,33.0,50000,Paid,2.99,Everyone,7,2018
MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,1,2017
MEDICAL,4.4,15,5.8,1000,Paid,3.99,Everyone,8,2018
MEDICAL,3.8,206,9.5,10000,Paid,2.99,Everyone,4,2018
MEDICAL,4.6,395,19.0,1000,Paid,9.99,Everyone,7,2018
MEDICAL,2.5,79,13.0,1000,Paid,3.99,Everyone,12,2017
MEDICAL,4.0,15,5.0,1000,Paid,14.99,Everyone,8,2018
MEDICAL,5.0,3,23.0,100,Paid,2.99,Everyone,4,2018
MEDICAL,4.3,35,0.862,5000,Paid,3.99,Everyone,12,2014
MEDICAL,3.4,77,9.9,5000,Paid,2.99,Everyone,4,2017
MEDICAL,4.3,3,24.0,500,Paid,1.0,Everyone,1,2016
MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,10,2014
MEDICAL,4.3,214,0.899,10000,Paid,2.99,Everyone,11,2012
MEDICAL,4.4,104,38.0,1000,Paid,2.99,Teen,5,2018
MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,7,2018
MEDICAL,4.2,45,14.0,1000,Paid,4.99,Everyone,8,2015
MEDICAL,5.0,2,1.2,500,Paid,2.99,Everyone,12,2015
MEDICAL,4.1,80,48.0,5000,Paid,14.99,Everyone,11,2013
MEDICAL,3.9,10,0.378,1000,Paid,5.99,Everyone,5,2015
MEDICAL,4.6,156,22.0,500,Paid,3.49,Everyone,3,2018
MEDICAL,4.2,178,4.8,1000,Paid,0.99,Everyone,7,2018
MEDICAL,4.4,576,13.0,5000,Paid,2.49,Everyone,8,2017
MEDICAL,4.2,168,25.0,10000,Paid,24.99,Everyone,8,2017
MEDICAL,3.6,25,0.266,1000,Paid,10.99,Everyone,12,2016
MEDICAL,4.5,163,0.375,10000,Paid,1.99,Everyone,8,2015
MEDICAL,4.3,3,62.0,100,Paid,24.99,Everyone,10,2017
MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,6,2016
MEDICAL,4.6,319,13.0,5000,Paid,3.99,Everyone,3,2018
MEDICAL,4.5,133,2.8,10000,Paid,2.99,Everyone,8,2014
MEDICAL,4.2,9,95.0,1000,Paid,7.49,Everyone,9,2017
MEDICAL,4.2,74,2.6,1000,Paid,1.5,Everyone,9,2014
MEDICAL,4.3,3,4.6,100,Paid,2.99,Everyone,1,2018
MEDICAL,4.4,4207,13.0,50000,Paid,3.99,Everyone,7,2013
MEDICAL,4.1,12,5.1,1000,Paid,1.99,Everyone,3,2017
MEDICAL,4.4,17,1.8,1000,Paid,9.99,Everyone 10+,5,2018
MEDICAL,4.6,358,13.0,5000,Paid,3.99,Everyone,10,2017
MEDICAL,4.4,726,13.0,5000,Paid,3.99,Everyone,3,2018
MEDICAL,4.2,33,53.0,1000,Paid,3.99,Everyone,5,2018
MEDICAL,4.5,492,39.0,10000,Paid,7.99,Everyone,4,2018
MEDICAL,4.3,0,5.3,50,Paid,14.99,Everyone,10,2017
MEDICAL,2.6,41,14.0,1000,Paid,9.99,Everyone,5,2015
MEDICAL,4.6,625,8.4,10000,Paid,3.99,Everyone,1,2017
MEDICAL,4.8,12,18.0,1000,Paid,19.99,Everyone,6,2017
MEDICAL,4.2,64,41.0,1000,Paid,29.99,Everyone,12,2015
MEDICAL,4.7,11,100.0,500,Paid,15.99,Everyone,1,2018
MEDICAL,3.0,4,3.4,500,Paid,0.99,Everyone,5,2017
MEDICAL,3.5,214,68.0,1000,Paid,33.99,Everyone,10,2017
MEDICAL,4.6,66,2.6,5000,Paid,0.99,Everyone,12,2013
MEDICAL,4.8,59158,11.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,19473,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.6,73118,37.0,1000000,Free,0.0,Everyone,5,2018
MEDICAL,4.4,27524,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.8,102858,9.8,1000000,Free,0.0,Everyone,8,2018
MEDICAL,4.0,2094,23.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,3.7,236,18.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,33033,7.4,5000000,Free,0.0,Everyone,7,2018
MEDICAL,4.8,78825,11.0,1000000,Free,0.0,Everyone,8,2018
MEDICAL,4.7,18674,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,3.5,250,23.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,3.9,6266,34.0,500000,Free,0.0,Everyone,5,2018
MEDICAL,4.2,22,15.0,10000,Free,0.0,Everyone,5,2018
MEDICAL,4.8,53743,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,2.7,2657,24.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,4476,20.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,156410,14.0,5000000,Free,0.0,Everyone,8,2018
MEDICAL,4.6,2006,69.0,50000,Free,0.0,Everyone,8,2018
MEDICAL,4.5,6099,38.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,23160,26.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,8348,2.6,500000,Free,0.0,Everyone,4,2018
MEDICAL,4.5,7837,21.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,6185,38.0,100000,Free,0.0,Everyone,8,2018
MEDICAL,4.0,3803,16.0,100000,Free,0.0,Everyone,3,2018
MEDICAL,3.4,1838,21.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,3.5,3707,10.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,3.0,315,22.0,100000,Free,0.0,Everyone,10,2017
MEDICAL,4.7,87418,14.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.6,21189,36.0,1000000,Free,0.0,Everyone,8,2018
MEDICAL,4.2,1746,16.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,4.8,69126,61.0,1000000,Free,0.0,Everyone,6,2018
MEDICAL,4.5,453,11.0,100000,Free,0.0,Everyone,7,2017
MEDICAL,4.2,10710,8.5,100000,Free,0.0,Everyone,7,2018
MEDICAL,3.8,700,37.0,100000,Free,0.0,Everyone,6,2018
MEDICAL,3.0,914,13.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.4,15875,13.0,1000000,Free,0.0,Everyone,5,2018
MEDICAL,4.5,503,22.0,50000,Free,0.0,Everyone,6,2018
MEDICAL,4.0,488,17.0,100000,Free,0.0,Everyone,8,2018
MEDICAL,3.6,190,7.7,100000,Free,0.0,Everyone,1,2018
MEDICAL,4.4,15,39.0,1000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,26862,30.0,500000,Free,0.0,Everyone,6,2018
MEDICAL,4.9,100082,3.7,1000000,Free,0.0,Everyone,7,2018
MEDICAL,3.6,27,28.0,10000,Free,0.0,Everyone,4,2018
MEDICAL,4.5,72167,16.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.1,21,20.0,1000,Free,0.0,Everyone,6,2018
MEDICAL,4.6,6035,8.9,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,9945,97.0,500000,Free,0.0,Everyone,7,2018
MEDICAL,4.7,4318,12.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,2.8,78,72.0,50000,Free,0.0,Everyone,6,2018
MEDICAL,4.3,2218,13.0,500000,Free,0.0,Everyone,8,2018
MEDICAL,4.6,47,21.0,10000,Free,0.0,Everyone,8,2018
MEDICAL,4.3,23889,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,3.4,650,27.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,7,5.7,5000,Free,0.0,Everyone,10,2016
MEDICAL,4.0,3498,6.6,100000,Free,0.0,Everyone,5,2018
MEDICAL,4.8,3052,12.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,1747,5.9,100000,Free,0.0,Everyone,10,2016
MEDICAL,3.0,45,20.0,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.5,1686,15.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,3.7,529,26.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.5,1388,3.3,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.5,572,44.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,3.6,54,17.0,5000,Free,0.0,Mature 17+,7,2018
MEDICAL,4.4,275,5.8,10000,Free,0.0,Everyone 10+,3,2018
MEDICAL,4.4,2159,11.0,10000,Free,0.0,Everyone,5,2018
MEDICAL,4.5,2951,16.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,4.1,84,6.1,10000,Free,0.0,Everyone,12,2017
MEDICAL,4.6,15545,13.0,100000,Free,0.0,Everyone,8,2018
MEDICAL,4.3,5521,22.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,2108,28.0,50000,Free,0.0,Everyone,5,2018
MEDICAL,4.7,73,6.3,10000,Free,0.0,Everyone,12,2017
MEDICAL,4.5,408,60.0,50000,Free,0.0,Everyone,3,2018
MEDICAL,4.2,33,8.0,10000,Free,0.0,Everyone,5,2018
MEDICAL,4.4,197,20.0,10000,Free,0.0,Everyone,8,2018
MEDICAL,3.9,272,6.4,50000,Free,0.0,Everyone,12,2017
MEDICAL,4.2,4852,34.0,100000,Free,0.0,Everyone,10,2013
MEDICAL,4.1,38,70.0,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,10,28.0,1000,Paid,74.99,Everyone,6,2018
MEDICAL,4.1,90,21.0,1000,Free,0.0,Everyone,7,2018
MEDICAL,3.5,1288,38.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,4303,13.0,100000,Free,0.0,Everyone,9,2016
MEDICAL,4.0,1545,74.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,283,12.0,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,460,13.0,10000,Free,0.0,Everyone,7,2018
MEDICAL,2.3,17,6.8,1000,Free,0.0,Everyone,3,2018
MEDICAL,4.5,513,12.0,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,168,5.8,10000,Free,0.0,Everyone,1,2018
MEDICAL,3.1,82,42.0,5000,Free,0.0,Everyone,12,2017
MEDICAL,4.4,112,13.0,1000,Free,0.0,Everyone,7,2018
MEDICAL,2.9,92,1.5,10000,Free,0.0,Everyone,6,2018
MEDICAL,3.1,83,3.2,10000,Free,0.0,Everyone,7,2018
MEDICAL,3.7,3,7.7,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.0,6,1.3,100,Paid,39.99,Everyone,4,2018
MEDICAL,3.8,343,26.0,50000,Free,0.0,Everyone,5,2018
MEDICAL,4.4,137,11.0,1000,Free,0.0,Everyone,5,2018
MEDICAL,4.3,4107,13.0,100000,Free,0.0,Everyone,4,2018
MEDICAL,4.3,0,3.1,1,Paid,2.99,Everyone,8,2018
MEDICAL,4.3,2,1.8,50,Paid,0.99,Everyone,8,2018
MEDICAL,4.3,0,66.0,10,Paid,5.99,Everyone,7,2018
MEDICAL,4.3,0,5.0,1,Paid,0.99,Everyone,7,2018
MEDICAL,3.7,9,2.9,500,Free,0.0,Everyone,7,2018
MEDICAL,5.0,3,22.0,100,Free,0.0,Everyone,7,2018
MEDICAL,3.0,2,16.0,500,Free,0.0,Everyone,7,2018
MEDICAL,3.7,20,19.0,1000,Free,0.0,Everyone,6,2018
MEDICAL,4.3,0,40.0,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,6,23.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,2,15.0,100,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,29.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,16.0,10,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,65.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,29.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,20.0,10,Free,0.0,Everyone 10+,7,2018
MEDICAL,4.3,0,3.8,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,19.0,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,25.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,5.1,100,Free,0.0,Everyone,8,2018
MEDICAL,4.3,25,16.0,1000,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,1.5,10,Free,0.0,Everyone,7,2018
MEDICAL,3.7,3,0.01,100,Free,0.0,Everyone,7,2018
MEDICAL,5.0,1,22.0,10,Free,0.0,Everyone,8,2018
MEDICAL,4.3,1,3.6,500,Free,0.0,Mature 17+,7,2018
MEDICAL,4.3,2,20.0,50,Free,0.0,Everyone,7,2018
MEDICAL,5.0,3,20.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,13.0,10,Free,0.0,Everyone,7,2018
MEDICAL,5.0,4,2.5,5,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,3.6,10,Free,0.0,Everyone,8,2018
MEDICAL,5.0,2,24.0,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,10.0,10,Free,0.0,Everyone,6,2018
MEDICAL,5.0,4,25.0,1,Free,0.0,Everyone,8,2018
MEDICAL,5.0,2,29.0,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,3,17.0,100,Free,0.0,Everyone,7,2018
MEDICAL,5.0,3,53.0,10,Free,0.0,Everyone,7,2018
MEDICAL,5.0,2,83.0,10,Free,0.0,Everyone,7,2018
MEDICAL,5.0,1,4.6,5,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,4.6,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,28.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,29.0,1,Free,0.0,Everyone,7,2018
MEDICAL,4.3,10,46.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.9,28,5.7,5000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,1.4,5,Free,0.0,Everyone,7,2018
MEDICAL,4.3,1,12.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,5,2.2,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,27.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,18.0,5,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,30.0,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,3.5,1,Free,0.0,Everyone,7,2018
MEDICAL,5.0,1,4.2,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,6.9,50,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,6.6,5,Free,0.0,Everyone,7,2018
MEDICAL,4.9,14,7.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.6,5,11.0,100,Free,0.0,Everyone,8,2018
MEDICAL,5.0,1,5.6,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,1,29.0,5,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,3.3,100,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,20.0,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,7.0,100,Free,0.0,Everyone,7,2018
MEDICAL,4.0,1,3.3,10,Free,0.0,Everyone,7,2018
MEDICAL,4.3,0,29.0,5,Free,0.0,Everyone,7,2018
MEDICAL,5.0,2,7.1,5,Free,0.0,Everyone,8,2018
MEDICAL,4.3,0,13.0,10,Free,0.0,Everyone,7,2018
MEDICAL,2.6,496,24.0,100000,Free,0.0,Everyone,7,2018
MEDICAL,4.8,53747,13.0,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,44,34.0,10000,Free,0.0,Everyone,4,2018
MEDICAL,4.7,10,4.3,1000,Free,0.0,Everyone,6,2018
MEDICAL,2.5,124,43.0,10000,Free,0.0,Everyone,1,2017
MEDICAL,4.6,2014,69.0,50000,Free,0.0,Everyone,8,2018
MEDICAL,4.5,11,25.0,1000,Free,0.0,Everyone,1,2018
MEDICAL,4.3,573,2.0,100000,Free,0.0,Everyone,6,2017
MEDICAL,4.4,163,40.0,10000,Free,0.0,Everyone,6,2018
MEDICAL,4.3,0,4.3,500,Free,0.0,Everyone,5,2017
MEDICAL,4.3,44,4.0,10000,Free,0.0,Everyone,4,2018
MEDICAL,4.5,330,17.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,3.8,24,4.4,1000,Free,0.0,Everyone,9,2017
MEDICAL,4.0,531,2.3,100000,Free,0.0,Everyone,1,2015
MEDICAL,4.5,20,40.0,5000,Free,0.0,Everyone,4,2018
MEDICAL,3.7,3596,8.4,1000000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,56,11.0,10000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,10,2.4,1000,Free,0.0,Everyone,3,2015
MEDICAL,4.4,27,15.0,5000,Free,0.0,Everyone,7,2018
MEDICAL,3.8,63,24.0,10000,Free,0.0,Everyone,6,2018
MEDICAL,4.3,123,86.0,10000,Free,0.0,Everyone,6,2018
MEDICAL,3.8,122,13.0,10000,Free,0.0,Everyone,8,2018
MEDICAL,5.0,2,11.0,100,Free,0.0,Mature 17+,6,2018
MEDICAL,3.6,26,0.975,5000,Free,0.0,Everyone,5,2015
MEDICAL,4.0,122,0.98,10000,Free,0.0,Everyone,7,2018
MEDICAL,4.3,17,6.0,10000,Free,0.0,Everyone,2,2017
MEDICAL,4.7,623,20.0,50000,Free,0.0,Teen,7,2018
MEDICAL,5.0,6,26.0,1000,Free,0.0,Everyone,5,2018
MEDICAL,4.7,6,13.0,1000,Free,0.0,Everyone,3,2018
MEDICAL,4.6,7,2.7,1000,Free,0.0,Everyone,4,2018
MEDICAL,3.1,253,4.2,50000,Free,0.0,Everyone,9,2016
MEDICAL,4.4,3786,28.0,50000,Free,0.0,Everyone,7,2018
MEDICAL,5.0,1,6.1,100,Free,0.0,Mature 17+,3,2018
MEDICAL,3.6,10,15.0,1000,Free,0.0,Everyone,11,2017
MEDICAL,2.8,66,1.2,50000,Free,0.0,Everyone,10,2016
MEDICAL,4.4,65,37.0,10000,Free,0.0,Everyone,4,2018
MEDICAL,4.6,17,14.0,1000,Free,0.0,Everyone,7,2018
MEDICAL,4.2,28,2.3,10000,Free,0.0,Everyone,1,2015
MEDICAL,4.3,1,32.0,500,Free,0.0,Everyone,5,2018
MEDICAL,3.8,292,2.7,100000,Free,0.0,Everyone,4,2018
MEDICAL,3.5,19,2.2,5000,Free,0.0,Everyone,5,2018
SOCIAL,4.1,78158306,13.0,1000000000,Free,0.0,Teen,8,2018
SOCIAL,4.5,66577313,13.0,1000000000,Free,0.0,Teen,7,2018
SOCIAL,4.3,8606259,13.0,500000000,Free,0.0,Teen,8,2018
SOCIAL,4.4,49173,4.0,10000000,Free,0.0,Everyone,6,2018
SOCIAL,4.4,2955326,13.0,100000000,Free,0.0,Mature 17+,8,2018
SOCIAL,4.2,22492,1.5,1000000,Free,0.0,Everyone,5,2018
SOCIAL,4.0,17014787,13.0,500000000,Free,0.0,Teen,7,2018
SOCIAL,4.3,1403,3.7,100000,Free,0.0,Everyone,1,2018
SOCIAL,4.6,4305441,13.0,100000000,Free,0.0,Teen,8,2018
SOCIAL,4.4,441189,13.0,10000000,Free,0.0,Everyone,8,2018
SOCIAL,4.2,4831125,13.0,1000000000,Free,0.0,Teen,7,2018
SOCIAL,4.4,4919,2.8,1000000,Free,0.0,Everyone,8,2018
SOCIAL,4.4,13762,3.9,1000000,Free,0.0,Everyone,5,2018
SOCIAL,4.3,6086,3.1,1000000,Free,0.0,Teen,6,2018
SOCIAL,4.6,70616,13.0,5000000,Free,0.0,Teen,7,2018
SOCIAL,4.4,1200,2.8,100000,Free,0.0,Everyone,8,2018
SOCIAL,4.5,76480,20.0,1000000,Free,0.0,Mature 17+,8,2018
SOCIAL,4.6,271445,9.9,5000000,Free,0.0,Everyone,6,2018
SOCIAL,4.6,225103,5.3,5000000,Free,0.0,Everyone,6,2018
SOCIAL,4.6,33177,10.0,1000000,Free,0.0,Everyone,6,2018
SOCIAL,4.4,54768,2.6,5000000,Free,0.0,Everyone,5,2018
SOCIAL,4.5,457197,13.0,10000000,Free,0.0,Teen,8,2018
SOCIAL,4.5,25562,31.0,5000000,Free,0.0,Teen,8,2018
SOCIAL,4.3,16404,2.3,1000000,Free,0.0,Everyone,6,2018
SOCIAL,4.4,2508,6.0,500000,Free,0.0,Everyone,11,2017
SOCIAL,4.6,79658,17.0,5000000,Free,0.0,Mature 17+,8,2018
SOCIAL,4.3,374,20.0,50000,Free,0.0,Everyone,7,2018
SOCIAL,4.8,1259075,62.0,10000000,Free,0.0,Teen,7,2018
SOCIAL,4.2,4751,13.0,1000000,Free,0.0,Teen,6,2018
SOCIAL,4.6,60562,15.0,5000000,Free,0.0,Mature 17+,8,2018
SOCIAL,4.0,22695,13.0,1000000,Free,0.0,Everyone 10+,6,2018
SOCIAL,4.6,22098,18.0,1000000,Free,0.0,Everyone,7,2018
SOCIAL,4.3,231325,5.4,10000000,Free,0.0,Everyone,8,2018
